,file_names,weights,days,cow_ids,time_of_day
46,47.mp4,1280.8900146484375,1,5588,AM
47,48.mp4,1280.8900146484375,1,5588,AM
48,49.mp4,1280.8900146484375,1,5588,AM
49,50.mp4,1280.8900146484375,1,5588,AM
50,51.mp4,1195.6400146484375,1,5588,PM
51,52.mp4,1195.6400146484375,1,5588,PM
52,53.mp4,1195.6400146484375,1,5588,PM
53,54.mp4,1195.6400146484375,1,5588,PM
54,55.mp4,1195.6400146484375,1,5588,PM
55,56.mp4,1942.27001953125,1,5488,PM
56,57.mp4,1942.27001953125,1,5488,PM
57,58.mp4,1942.27001953125,1,5488,PM
58,59.mp4,1942.27001953125,1,5488,PM
59,60.mp4,1942.27001953125,1,5488,PM
60,61.mp4,1783.5400390625,1,5428,AM
61,62.mp4,1783.5400390625,1,5428,AM
62,63.mp4,1783.5400390625,1,5428,AM
63,64.mp4,1783.5400390625,1,5428,AM
64,65.mp4,1783.5400390625,1,5428,AM
65,66.mp4,1783.5400390625,1,5428,AM
66,67.mp4,1995.1800537109375,1,5422,AM
67,68.mp4,1995.1800537109375,1,5422,AM
68,69.mp4,1995.1800537109375,1,5422,AM
69,70.mp4,1995.1800537109375,1,5422,AM
70,71.mp4,1995.1800537109375,1,5422,AM
71,72.mp4,1485.9200439453125,1,5147,PM
72,73.mp4,1485.9200439453125,1,5147,PM
73,74.mp4,1485.9200439453125,1,5147,PM
74,75.mp4,1485.9200439453125,1,5147,PM
75,76.mp4,1485.9200439453125,1,5147,PM
76,77.mp4,1646.8499755859375,1,4973,PM
77,78.mp4,1646.8499755859375,1,4973,PM
78,79.mp4,1646.8499755859375,1,4973,PM
79,80.mp4,1646.8499755859375,1,4973,PM
80,81.mp4,1646.8499755859375,1,4973,PM
81,82.mp4,1646.8499755859375,1,4973,PM
82,83.mp4,1701.969970703125,1,4973,AM
83,84.mp4,1701.969970703125,1,4973,AM
84,85.mp4,1701.969970703125,1,4973,AM
85,86.mp4,1701.969970703125,1,4973,AM
86,87.mp4,1701.969970703125,1,4973,AM
87,88.mp4,1701.969970703125,1,4973,AM
88,89.mp4,1701.969970703125,1,4973,AM
89,90.mp4,1701.969970703125,1,4973,AM
90,91.mp4,1701.969970703125,1,4973,AM
91,92.mp4,1723.280029296875,1,5428,PM
92,93.mp4,1723.280029296875,1,5428,PM
93,94.mp4,1723.280029296875,1,5428,PM
94,95.mp4,1723.280029296875,1,5428,PM
95,96.mp4,1543.239990234375,1,5147,AM
96,97.mp4,1543.239990234375,1,5147,AM
97,98.mp4,1543.239990234375,1,5147,AM
98,99.mp4,1543.239990234375,1,5147,AM
99,100.mp4,1543.239990234375,1,5147,AM
100,101.mp4,1909.199951171875,1,5422,PM
101,102.mp4,1909.199951171875,1,5422,PM
102,103.mp4,1909.199951171875,1,5422,PM
103,104.mp4,1909.199951171875,1,5422,PM
104,105.mp4,1909.199951171875,1,5422,PM
105,106.mp4,2037.0699462890625,2,5327,PM
106,107.mp4,2037.0699462890625,2,5327,PM
107,108.mp4,2037.0699462890625,2,5327,PM
108,109.mp4,2037.0699462890625,2,5327,PM
109,110.mp4,2037.0699462890625,2,5327,PM
110,111.mp4,2186.989990234375,2,5508,AM
111,112.mp4,2186.989990234375,2,5508,AM
112,113.mp4,2186.989990234375,2,5508,AM
113,114.mp4,2186.989990234375,2,5508,AM
114,115.mp4,2010.6199951171875,2,5327,AM
115,116.mp4,2010.6199951171875,2,5327,AM
116,117.mp4,2010.6199951171875,2,5327,AM
117,118.mp4,2010.6199951171875,2,5327,AM
118,119.mp4,2010.6199951171875,2,5327,AM
119,120.mp4,2255.330078125,2,5508,PM
120,121.mp4,2255.330078125,2,5508,PM
121,122.mp4,2255.330078125,2,5508,PM
122,123.mp4,2255.330078125,2,5508,PM
123,124.mp4,2255.330078125,2,5508,PM
124,125.mp4,1384.5,2,5687,AM
125,126.mp4,1384.5,2,5687,AM
126,127.mp4,1384.5,2,5687,AM
127,128.mp4,1384.5,2,5687,AM
128,129.mp4,1384.5,2,5687,AM
129,130.mp4,1311.75,2,5724,AM
130,131.mp4,1311.75,2,5724,AM
131,132.mp4,1311.75,2,5724,AM
132,133.mp4,1311.75,2,5724,AM
133,134.mp4,1311.75,2,5724,AM
134,135.mp4,1437.4100341796875,2,5687,PM
135,136.mp4,1437.4100341796875,2,5687,PM
136,137.mp4,1437.4100341796875,2,5687,PM
137,138.mp4,1437.4100341796875,2,5687,PM
138,139.mp4,1437.4100341796875,2,5687,PM
139,140.mp4,1437.4100341796875,2,5687,PM
140,141.mp4,1437.4100341796875,2,5687,PM
141,142.mp4,1437.4100341796875,2,5687,PM
142,143.mp4,1340.4100341796875,2,5724,PM
143,144.mp4,1340.4100341796875,2,5724,PM
144,145.mp4,1340.4100341796875,2,5724,PM
145,146.mp4,1340.4100341796875,2,5724,PM
146,147.mp4,1340.4100341796875,2,5724,PM
147,148.mp4,1986.3599853515625,2,5488,AM
148,149.mp4,1986.3599853515625,2,5488,AM
149,150.mp4,1986.3599853515625,2,5488,AM
150,151.mp4,1986.3599853515625,2,5488,AM
151,152.mp4,1986.3599853515625,2,5488,AM
152,153.mp4,1986.3599853515625,2,5488,AM
153,154.mp4,1296.3199462890625,2,5588,AM
154,155.mp4,1296.3199462890625,2,5588,AM
155,156.mp4,1296.3199462890625,2,5588,AM
156,157.mp4,1296.3199462890625,2,5588,AM
157,158.mp4,1792.3599853515625,2,5428,AM
158,159.mp4,1792.3599853515625,2,5428,AM
159,160.mp4,1792.3599853515625,2,5428,AM
160,161.mp4,1792.3599853515625,2,5428,AM
161,162.mp4,1997.3900146484375,2,5422,AM
162,163.mp4,1997.3900146484375,2,5422,AM
163,164.mp4,1997.3900146484375,2,5422,AM
164,165.mp4,1997.3900146484375,2,5422,AM
165,166.mp4,1571.9000244140625,2,5147,PM
166,167.mp4,1571.9000244140625,2,5147,PM
167,168.mp4,1571.9000244140625,2,5147,PM
168,169.mp4,1571.9000244140625,2,5147,PM
169,170.mp4,1571.9000244140625,2,5147,PM
170,171.mp4,1719.6099853515625,2,4973,PM
171,172.mp4,1719.6099853515625,2,4973,PM
172,173.mp4,1719.6099853515625,2,4973,PM
173,174.mp4,1719.6099853515625,2,4973,PM
174,175.mp4,1675.510009765625,2,4973,AM
175,176.mp4,1675.510009765625,2,4973,AM
176,177.mp4,1675.510009765625,2,4973,AM
177,178.mp4,1675.510009765625,2,4973,AM
178,179.mp4,1675.510009765625,2,4973,AM
179,180.mp4,1803.3800048828125,2,5428,PM
180,181.mp4,1803.3800048828125,2,5428,PM
181,182.mp4,1803.3800048828125,2,5428,PM
182,183.mp4,1803.3800048828125,2,5428,PM
183,184.mp4,1556.4599609375,2,5147,AM
184,185.mp4,1556.4599609375,2,5147,AM
185,186.mp4,1556.4599609375,2,5147,AM
186,187.mp4,1556.4599609375,2,5147,AM
187,188.mp4,2048.090087890625,2,5422,PM
188,189.mp4,2048.090087890625,2,5422,PM
189,190.mp4,2048.090087890625,2,5422,PM
190,191.mp4,2048.090087890625,2,5422,PM
191,192.mp4,2048.090087890625,2,5422,PM
192,193.mp4,1907.0,3,5327,PM
193,194.mp4,1907.0,3,5327,PM
194,195.mp4,1907.0,3,5327,PM
195,196.mp4,1907.0,3,5327,PM
196,197.mp4,2215.64990234375,3,5508,AM
197,198.mp4,2215.64990234375,3,5508,AM
198,199.mp4,2215.64990234375,3,5508,AM
199,200.mp4,2215.64990234375,3,5508,AM
200,201.mp4,2215.64990234375,3,5508,AM
201,202.mp4,1946.6800537109375,3,5327,AM
202,203.mp4,1946.6800537109375,3,5327,AM
203,204.mp4,1946.6800537109375,3,5327,AM
204,205.mp4,1946.6800537109375,3,5327,AM
205,206.mp4,1946.6800537109375,3,5327,AM
206,207.mp4,2250.919921875,3,5508,PM
207,208.mp4,2250.919921875,3,5508,PM
208,209.mp4,2250.919921875,3,5508,PM
209,210.mp4,2250.919921875,3,5508,PM
210,211.mp4,2250.919921875,3,5508,PM
211,212.mp4,1415.3699951171875,3,5687,AM
212,213.mp4,1415.3699951171875,3,5687,AM
213,214.mp4,1415.3699951171875,3,5687,AM
214,215.mp4,1415.3699951171875,3,5687,AM
215,216.mp4,1415.3699951171875,3,5687,AM
216,217.mp4,1318.3599853515625,3,5724,AM
217,218.mp4,1318.3599853515625,3,5724,AM
218,219.mp4,1318.3599853515625,3,5724,AM
219,220.mp4,1318.3599853515625,3,5724,AM
220,221.mp4,1318.3599853515625,3,5724,AM
221,222.mp4,1380.0899658203125,3,5687,PM
222,223.mp4,1380.0899658203125,3,5687,PM
223,224.mp4,1380.0899658203125,3,5687,PM
224,225.mp4,1380.0899658203125,3,5687,PM
225,226.mp4,1258.8399658203125,3,5724,PM
226,227.mp4,1258.8399658203125,3,5724,PM
227,228.mp4,1258.8399658203125,3,5724,PM
228,229.mp4,1258.8399658203125,3,5724,PM
229,230.mp4,1258.8399658203125,3,5724,PM
230,231.mp4,2045.8900146484375,3,5488,AM
231,232.mp4,2045.8900146484375,3,5488,AM
232,233.mp4,2045.8900146484375,3,5488,AM
233,234.mp4,2045.8900146484375,3,5488,AM
234,235.mp4,2045.8900146484375,3,5488,AM
235,236.mp4,1280.8900146484375,3,5588,AM
236,237.mp4,1280.8900146484375,3,5588,AM
237,238.mp4,1280.8900146484375,3,5588,AM
238,239.mp4,1280.8900146484375,3,5588,AM
239,240.mp4,1223.5699462890625,3,5588,PM
240,241.mp4,1223.5699462890625,3,5588,PM
241,242.mp4,1223.5699462890625,3,5588,PM
242,243.mp4,1223.5699462890625,3,5588,PM
243,244.mp4,1223.5699462890625,3,5588,PM
244,245.mp4,2015.030029296875,3,5488,PM
245,246.mp4,2015.030029296875,3,5488,PM
246,247.mp4,2015.030029296875,3,5488,PM
247,248.mp4,2015.030029296875,3,5488,PM
248,249.mp4,2015.030029296875,3,5488,PM
249,250.mp4,1798.969970703125,3,5428,AM
250,251.mp4,1798.969970703125,3,5428,AM
251,252.mp4,1798.969970703125,3,5428,AM
252,253.mp4,1798.969970703125,3,5428,AM
253,254.mp4,1798.969970703125,3,5428,AM
254,255.mp4,1984.1600341796875,3,5422,AM
255,256.mp4,1984.1600341796875,3,5422,AM
256,257.mp4,1984.1600341796875,3,5422,AM
257,258.mp4,1984.1600341796875,3,5422,AM
258,259.mp4,1984.1600341796875,3,5422,AM
259,260.mp4,1490.3199462890625,3,5147,PM
260,261.mp4,1490.3199462890625,3,5147,PM
261,262.mp4,1490.3199462890625,3,5147,PM
262,263.mp4,1490.3199462890625,3,5147,PM
263,264.mp4,1490.3199462890625,3,5147,PM
264,265.mp4,1666.68994140625,3,4973,PM
265,266.mp4,1666.68994140625,3,4973,PM
266,267.mp4,1666.68994140625,3,4973,PM
267,268.mp4,1666.68994140625,3,4973,PM
268,269.mp4,1666.68994140625,3,4973,PM
269,270.mp4,1719.6099853515625,3,4973,AM
270,271.mp4,1719.6099853515625,3,4973,AM
271,272.mp4,1719.6099853515625,3,4973,AM
272,273.mp4,1719.6099853515625,3,4973,AM
273,274.mp4,1719.6099853515625,3,4973,AM
274,275.mp4,1549.8499755859375,3,5428,PM
275,276.mp4,1549.8499755859375,3,5428,PM
276,277.mp4,1549.8499755859375,3,5428,PM
277,278.mp4,1549.8499755859375,3,5428,PM
278,279.mp4,1567.489990234375,3,5147,AM
279,280.mp4,1567.489990234375,3,5147,AM
280,281.mp4,1567.489990234375,3,5147,AM
281,282.mp4,1567.489990234375,3,5147,AM
282,283.mp4,1567.489990234375,3,5147,AM
283,284.mp4,1979.75,3,5422,PM
284,285.mp4,1979.75,3,5422,PM
285,286.mp4,1979.75,3,5422,PM
286,287.mp4,1979.75,3,5422,PM
287,288.mp4,1979.75,3,5422,PM
288,289.mp4,1878.3399658203125,4,5327,PM
289,290.mp4,1878.3399658203125,4,5327,PM
290,291.mp4,1878.3399658203125,4,5327,PM
291,292.mp4,1878.3399658203125,4,5327,PM
292,293.mp4,2272.969970703125,4,5508,AM
293,294.mp4,2272.969970703125,4,5508,AM
294,295.mp4,2272.969970703125,4,5508,AM
295,296.mp4,2272.969970703125,4,5508,AM
296,297.mp4,1955.5,4,5327,AM
297,298.mp4,1955.5,4,5327,AM
298,299.mp4,1955.5,4,5327,AM
299,300.mp4,1955.5,4,5327,AM
300,301.mp4,2198.010009765625,4,5508,PM
301,302.mp4,2198.010009765625,4,5508,PM
302,303.mp4,2198.010009765625,4,5508,PM
303,304.mp4,2198.010009765625,4,5508,PM
304,305.mp4,1388.9100341796875,4,5687,AM
305,306.mp4,1388.9100341796875,4,5687,AM
306,307.mp4,1388.9100341796875,4,5687,AM
307,308.mp4,1388.9100341796875,4,5687,AM
308,309.mp4,1336.0,4,5724,AM
309,310.mp4,1336.0,4,5724,AM
310,311.mp4,1336.0,4,5724,AM
311,312.mp4,1336.0,4,5724,AM
312,313.mp4,1336.0,4,5724,AM
313,314.mp4,1391.1199951171875,4,5687,PM
314,315.mp4,1391.1199951171875,4,5687,PM
315,316.mp4,1391.1199951171875,4,5687,PM
316,317.mp4,1391.1199951171875,4,5687,PM
317,318.mp4,1272.0699462890625,4,5724,PM
318,319.mp4,1272.0699462890625,4,5724,PM
319,320.mp4,1272.0699462890625,4,5724,PM
320,321.mp4,1272.0699462890625,4,5724,PM
321,322.mp4,2052.5,4,5488,AM
322,323.mp4,2052.5,4,5488,AM
323,324.mp4,2052.5,4,5488,AM
324,325.mp4,2052.5,4,5488,AM
325,326.mp4,2052.5,4,5488,AM
326,327.mp4,1269.8599853515625,4,5588,AM
327,328.mp4,1269.8599853515625,4,5588,AM
328,329.mp4,1269.8599853515625,4,5588,AM
329,330.mp4,1269.8599853515625,4,5588,AM
330,331.mp4,1223.5699462890625,4,5588,PM
331,332.mp4,1223.5699462890625,4,5588,PM
332,333.mp4,1223.5699462890625,4,5588,PM
333,334.mp4,1223.5699462890625,4,5588,PM
334,335.mp4,1997.3900146484375,4,5488,PM
335,336.mp4,1997.3900146484375,4,5488,PM
336,337.mp4,1997.3900146484375,4,5488,PM
337,338.mp4,1997.3900146484375,4,5488,PM
338,339.mp4,1823.219970703125,4,5428,AM
339,340.mp4,1823.219970703125,4,5428,AM
340,341.mp4,1823.219970703125,4,5428,AM
341,342.mp4,1823.219970703125,4,5428,AM
342,343.mp4,1964.3199462890625,4,5422,AM
343,344.mp4,1964.3199462890625,4,5422,AM
344,345.mp4,1964.3199462890625,4,5422,AM
345,346.mp4,1964.3199462890625,4,5422,AM
346,347.mp4,1494.72998046875,4,5147,PM
347,348.mp4,1494.72998046875,4,5147,PM
348,349.mp4,1494.72998046875,4,5147,PM
349,350.mp4,1494.72998046875,4,5147,PM
350,351.mp4,1640.239990234375,4,4973,PM
351,352.mp4,1640.239990234375,4,4973,PM
352,353.mp4,1640.239990234375,4,4973,PM
353,354.mp4,1640.239990234375,4,4973,PM
354,355.mp4,1719.6099853515625,4,4973,AM
355,356.mp4,1719.6099853515625,4,4973,AM
356,357.mp4,1719.6099853515625,4,4973,AM
357,358.mp4,1719.6099853515625,4,4973,AM
358,359.mp4,1772.52001953125,4,5428,PM
359,360.mp4,1772.52001953125,4,5428,PM
360,361.mp4,1772.52001953125,4,5428,PM
361,362.mp4,1772.52001953125,4,5428,PM
362,363.mp4,1772.52001953125,4,5428,PM
363,364.mp4,1545.43994140625,4,5147,AM
364,365.mp4,1545.43994140625,4,5147,AM
365,366.mp4,1545.43994140625,4,5147,AM
366,367.mp4,1545.43994140625,4,5147,AM
367,368.mp4,1955.5,4,5422,PM
368,369.mp4,1955.5,4,5422,PM
369,370.mp4,1955.5,4,5422,PM
370,371.mp4,1955.5,4,5422,PM
371,372.mp4,1887.1600341796875,5,5327,PM
372,373.mp4,1887.1600341796875,5,5327,PM
373,374.mp4,1887.1600341796875,5,5327,PM
374,375.mp4,1887.1600341796875,5,5327,PM
375,376.mp4,2231.080078125,5,5508,AM
376,377.mp4,2231.080078125,5,5508,AM
377,378.mp4,2231.080078125,5,5508,AM
378,379.mp4,2231.080078125,5,5508,AM
379,380.mp4,2231.080078125,5,5508,AM
380,381.mp4,2231.080078125,5,5508,AM
381,382.mp4,2231.080078125,5,5508,AM
382,383.mp4,1986.3599853515625,5,5327,AM
383,384.mp4,1986.3599853515625,5,5327,AM
384,385.mp4,1986.3599853515625,5,5327,AM
385,386.mp4,1986.3599853515625,5,5327,AM
386,387.mp4,2226.669921875,5,5508,PM
387,388.mp4,2226.669921875,5,5508,PM
388,389.mp4,2226.669921875,5,5508,PM
389,390.mp4,2226.669921875,5,5508,PM
390,391.mp4,2226.669921875,5,5508,PM
391,392.mp4,1591.739990234375,5,5687,AM
392,393.mp4,1591.739990234375,5,5687,AM
393,394.mp4,1591.739990234375,5,5687,AM
394,395.mp4,1591.739990234375,5,5687,AM
395,396.mp4,1591.739990234375,5,5687,AM
396,397.mp4,1591.739990234375,5,5687,AM
397,398.mp4,1494.72998046875,5,5724,AM
398,399.mp4,1494.72998046875,5,5724,AM
399,400.mp4,1494.72998046875,5,5724,AM
400,401.mp4,1494.72998046875,5,5724,AM
401,402.mp4,1408.75,5,5687,PM
402,403.mp4,1408.75,5,5687,PM
403,404.mp4,1408.75,5,5687,PM
404,405.mp4,1408.75,5,5687,PM
405,406.mp4,1285.2900390625,5,5724,PM
406,407.mp4,1285.2900390625,5,5724,PM
407,408.mp4,1285.2900390625,5,5724,PM
408,409.mp4,1285.2900390625,5,5724,PM
409,410.mp4,1285.2900390625,5,5724,PM
410,411.mp4,2277.3798828125,5,5488,AM
411,412.mp4,2277.3798828125,5,5488,AM
412,413.mp4,2277.3798828125,5,5488,AM
413,414.mp4,2277.3798828125,5,5488,AM
414,415.mp4,2277.3798828125,5,5488,AM
415,416.mp4,1305.1400146484375,5,5588,AM
416,417.mp4,1305.1400146484375,5,5588,AM
417,418.mp4,1305.1400146484375,5,5588,AM
418,419.mp4,1305.1400146484375,5,5588,AM
419,420.mp4,1305.1400146484375,5,5588,AM
420,421.mp4,1232.3800048828125,5,5588,PM
421,422.mp4,1232.3800048828125,5,5588,PM
422,423.mp4,1232.3800048828125,5,5588,PM
423,424.mp4,1232.3800048828125,5,5588,PM
424,425.mp4,1232.3800048828125,5,5588,PM
425,426.mp4,1988.5699462890625,5,5488,PM
426,427.mp4,1988.5699462890625,5,5488,PM
427,428.mp4,1988.5699462890625,5,5488,PM
428,429.mp4,1988.5699462890625,5,5488,PM
429,430.mp4,1907.0,5,5428,AM
430,431.mp4,1907.0,5,5428,AM
431,432.mp4,1907.0,5,5428,AM
432,433.mp4,1907.0,5,5428,AM
433,434.mp4,1907.0,5,5428,AM
434,435.mp4,2175.9599609375,5,5422,AM
435,436.mp4,2175.9599609375,5,5422,AM
436,437.mp4,2175.9599609375,5,5422,AM
437,438.mp4,2175.9599609375,5,5422,AM
438,439.mp4,2175.9599609375,5,5422,AM
439,440.mp4,1536.6199951171875,5,5147,PM
440,441.mp4,1536.6199951171875,5,5147,PM
441,442.mp4,1536.6199951171875,5,5147,PM
442,443.mp4,1536.6199951171875,5,5147,PM
443,444.mp4,1699.760009765625,5,4973,PM
444,445.mp4,1699.760009765625,5,4973,PM
445,446.mp4,1699.760009765625,5,4973,PM
446,447.mp4,1699.760009765625,5,4973,PM
447,448.mp4,1887.1600341796875,5,4973,AM
448,449.mp4,1887.1600341796875,5,4973,AM
449,450.mp4,1887.1600341796875,5,4973,AM
450,451.mp4,1887.1600341796875,5,4973,AM
451,452.mp4,1887.1600341796875,5,4973,AM
452,453.mp4,1887.1600341796875,5,4973,AM
453,454.mp4,1887.1600341796875,5,4973,AM
454,455.mp4,1779.1300048828125,5,5428,PM
455,456.mp4,1779.1300048828125,5,5428,PM
456,457.mp4,1779.1300048828125,5,5428,PM
457,458.mp4,1779.1300048828125,5,5428,PM
458,459.mp4,1779.1300048828125,5,5428,PM
459,460.mp4,1693.1500244140625,5,5147,AM
460,461.mp4,1693.1500244140625,5,5147,AM
461,462.mp4,1693.1500244140625,5,5147,AM
462,463.mp4,1693.1500244140625,5,5147,AM
463,464.mp4,1693.1500244140625,5,5147,AM
464,465.mp4,1962.1099853515625,5,5422,PM
465,466.mp4,1962.1099853515625,5,5422,PM
466,467.mp4,1962.1099853515625,5,5422,PM
467,468.mp4,1962.1099853515625,5,5422,PM
468,469.mp4,2213.43994140625,6,5508,AM
469,470.mp4,2213.43994140625,6,5508,AM
470,471.mp4,2213.43994140625,6,5508,AM
471,472.mp4,2213.43994140625,6,5508,AM
472,473.mp4,2213.43994140625,6,5508,AM
473,474.mp4,1970.9300537109375,6,5327,AM
474,475.mp4,1970.9300537109375,6,5327,AM
475,476.mp4,1970.9300537109375,6,5327,AM
476,477.mp4,1970.9300537109375,6,5327,AM
477,478.mp4,1970.9300537109375,6,5327,AM
478,479.mp4,1417.5699462890625,6,5687,AM
479,480.mp4,1417.5699462890625,6,5687,AM
480,481.mp4,1417.5699462890625,6,5687,AM
481,482.mp4,1417.5699462890625,6,5687,AM
482,483.mp4,1307.3399658203125,6,5724,AM
483,484.mp4,1307.3399658203125,6,5724,AM
484,485.mp4,1307.3399658203125,6,5724,AM
485,486.mp4,1307.3399658203125,6,5724,AM
486,487.mp4,1446.22998046875,6,5687,PM
487,488.mp4,1446.22998046875,6,5687,PM
488,489.mp4,1446.22998046875,6,5687,PM
489,490.mp4,1446.22998046875,6,5687,PM
490,491.mp4,1318.3599853515625,6,5724,PM
491,492.mp4,1318.3599853515625,6,5724,PM
492,493.mp4,1318.3599853515625,6,5724,PM
493,494.mp4,1318.3599853515625,6,5724,PM
494,495.mp4,2076.75,6,5488,AM
495,496.mp4,2076.75,6,5488,AM
496,497.mp4,2076.75,6,5488,AM
497,498.mp4,2076.75,6,5488,AM
498,499.mp4,2076.75,6,5488,AM
499,500.mp4,1278.6800537109375,6,5588,AM
500,501.mp4,1278.6800537109375,6,5588,AM
501,502.mp4,1278.6800537109375,6,5588,AM
502,503.mp4,1278.6800537109375,6,5588,AM
503,504.mp4,1278.6800537109375,6,5588,AM
504,505.mp4,2021.6400146484375,6,5488,PM
505,506.mp4,2021.6400146484375,6,5488,PM
506,507.mp4,2021.6400146484375,6,5488,PM
507,508.mp4,2021.6400146484375,6,5488,PM
508,509.mp4,1776.9300537109375,6,5428,AM
509,510.mp4,1776.9300537109375,6,5428,AM
510,511.mp4,1776.9300537109375,6,5428,AM
511,512.mp4,1776.9300537109375,6,5428,AM
512,513.mp4,2004.0,6,5422,AM
513,514.mp4,2004.0,6,5422,AM
514,515.mp4,2004.0,6,5422,AM
515,516.mp4,2004.0,6,5422,AM
516,517.mp4,1525.5999755859375,6,5147,PM
517,518.mp4,1525.5999755859375,6,5147,PM
518,519.mp4,1525.5999755859375,6,5147,PM
519,520.mp4,1525.5999755859375,6,5147,PM
520,521.mp4,1704.1700439453125,6,4973,PM
521,522.mp4,1704.1700439453125,6,4973,PM
522,523.mp4,1704.1700439453125,6,4973,PM
523,524.mp4,1704.1700439453125,6,4973,PM
524,525.mp4,1739.449951171875,6,4973,AM
525,526.mp4,1739.449951171875,6,4973,AM
526,527.mp4,1739.449951171875,6,4973,AM
527,528.mp4,1560.8699951171875,6,5147,AM
528,529.mp4,1560.8699951171875,6,5147,AM
529,530.mp4,1560.8699951171875,6,5147,AM
530,531.mp4,1560.8699951171875,6,5147,AM
531,532.mp4,2023.8399658203125,6,5422,PM
532,533.mp4,2023.8399658203125,6,5422,PM
533,534.mp4,2023.8399658203125,6,5422,PM
534,535.mp4,2023.8399658203125,6,5422,PM
535,536.mp4,1871.719970703125,7,5327,PM
536,537.mp4,1871.719970703125,7,5327,PM
537,538.mp4,1871.719970703125,7,5327,PM
538,539.mp4,1871.719970703125,7,5327,PM
539,540.mp4,1871.719970703125,7,5327,PM
540,541.mp4,1871.719970703125,7,5327,PM
541,542.mp4,1871.719970703125,7,5327,PM
542,543.mp4,1871.719970703125,7,5327,PM
543,544.mp4,1871.719970703125,7,5327,PM
544,545.mp4,1871.719970703125,7,5327,PM
545,546.mp4,1871.719970703125,7,5327,PM
546,547.mp4,1871.719970703125,7,5327,PM
547,548.mp4,1871.719970703125,7,5327,PM
548,549.mp4,1871.719970703125,7,5327,PM
549,550.mp4,1871.719970703125,7,5327,PM
550,551.mp4,1871.719970703125,7,5327,PM
551,552.mp4,1871.719970703125,7,5327,PM
552,553.mp4,1871.719970703125,7,5327,PM
553,554.mp4,1871.719970703125,7,5327,PM
554,555.mp4,1871.719970703125,7,5327,PM
555,556.mp4,1871.719970703125,7,5327,PM
556,557.mp4,1871.719970703125,7,5327,PM
557,558.mp4,1871.719970703125,7,5327,PM
558,559.mp4,1871.719970703125,7,5327,PM
559,560.mp4,1871.719970703125,7,5327,PM
560,561.mp4,1871.719970703125,7,5327,PM
561,562.mp4,1871.719970703125,7,5327,PM
562,563.mp4,2213.43994140625,7,5508,AM
563,564.mp4,2213.43994140625,7,5508,AM
564,565.mp4,2213.43994140625,7,5508,AM
565,566.mp4,2213.43994140625,7,5508,AM
566,567.mp4,1976.6800537109375,7,5327,AM
567,568.mp4,1976.6800537109375,7,5327,AM
568,569.mp4,1976.6800537109375,7,5327,AM
569,570.mp4,1976.6800537109375,7,5327,AM
570,571.mp4,2182.580078125,7,5508,PM
571,572.mp4,2182.580078125,7,5508,PM
572,573.mp4,2182.580078125,7,5508,PM
573,574.mp4,2182.580078125,7,5508,PM
574,575.mp4,2182.580078125,7,5508,PM
575,576.mp4,2182.580078125,7,5508,PM
576,577.mp4,1395.530029296875,7,5687,AM
577,578.mp4,1395.530029296875,7,5687,AM
