,file_names,weights,days,cow_ids,time_of_day
82,83.png,1879.81005859375,1,5327,PM
83,84.png,1879.81005859375,1,5327,PM
84,85.png,1879.81005859375,1,5327,PM
85,86.png,1879.81005859375,1,5327,PM
86,87.png,1879.81005859375,1,5327,PM
87,88.png,1879.81005859375,1,5327,PM
88,89.png,1879.81005859375,1,5327,PM
89,90.png,1879.81005859375,1,5327,PM
90,91.png,1879.81005859375,1,5327,PM
91,92.png,1879.81005859375,1,5327,PM
92,93.png,1879.81005859375,1,5327,PM
93,94.png,1879.81005859375,1,5327,PM
94,95.png,1879.81005859375,1,5327,PM
95,96.png,1879.81005859375,1,5327,PM
96,97.png,1879.81005859375,1,5327,PM
97,98.png,1879.81005859375,1,5327,PM
98,99.png,1879.81005859375,1,5327,PM
99,100.png,2244.31005859375,1,5508,AM
100,101.png,2244.31005859375,1,5508,AM
101,102.png,2244.31005859375,1,5508,AM
102,103.png,2244.31005859375,1,5508,AM
103,104.png,2244.31005859375,1,5508,AM
104,105.png,2244.31005859375,1,5508,AM
105,106.png,2244.31005859375,1,5508,AM
106,107.png,2244.31005859375,1,5508,AM
107,108.png,2244.31005859375,1,5508,AM
108,109.png,2244.31005859375,1,5508,AM
109,110.png,2244.31005859375,1,5508,AM
110,111.png,2244.31005859375,1,5508,AM
111,112.png,2244.31005859375,1,5508,AM
112,113.png,2244.31005859375,1,5508,AM
113,114.png,2244.31005859375,1,5508,AM
114,115.png,2244.31005859375,1,5508,AM
115,116.png,2244.31005859375,1,5508,AM
116,117.png,2244.31005859375,1,5508,AM
117,118.png,2244.31005859375,1,5508,AM
118,119.png,2244.31005859375,1,5508,AM
119,120.png,2244.31005859375,1,5508,AM
120,121.png,2244.31005859375,1,5508,AM
121,122.png,2244.31005859375,1,5508,AM
122,123.png,2244.31005859375,1,5508,AM
123,124.png,2244.31005859375,1,5508,AM
124,125.png,2244.31005859375,1,5508,AM
125,126.png,2244.31005859375,1,5508,AM
126,127.png,2244.31005859375,1,5508,AM
127,128.png,2244.31005859375,1,5508,AM
128,129.png,2244.31005859375,1,5508,AM
129,130.png,2244.31005859375,1,5508,AM
130,131.png,2244.31005859375,1,5508,AM
131,132.png,2244.31005859375,1,5508,AM
132,133.png,2244.31005859375,1,5508,AM
133,134.png,2244.31005859375,1,5508,AM
134,135.png,2244.31005859375,1,5508,AM
135,136.png,2244.31005859375,1,5508,AM
136,137.png,2244.31005859375,1,5508,AM
137,138.png,2244.31005859375,1,5508,AM
138,139.png,2244.31005859375,1,5508,AM
139,140.png,2244.31005859375,1,5508,AM
140,141.png,2244.31005859375,1,5508,AM
141,142.png,2244.31005859375,1,5508,AM
142,143.png,2244.31005859375,1,5508,AM
143,144.png,2244.31005859375,1,5508,AM
144,145.png,2244.31005859375,1,5508,AM
145,146.png,2244.31005859375,1,5508,AM
146,147.png,2244.31005859375,1,5508,AM
147,148.png,2244.31005859375,1,5508,AM
148,149.png,2244.31005859375,1,5508,AM
149,150.png,2244.31005859375,1,5508,AM
150,151.png,2244.31005859375,1,5508,AM
151,152.png,2244.31005859375,1,5508,AM
152,153.png,2244.31005859375,1,5508,AM
153,154.png,2244.31005859375,1,5508,AM
154,155.png,2244.31005859375,1,5508,AM
155,156.png,2244.31005859375,1,5508,AM
156,157.png,2244.31005859375,1,5508,AM
157,158.png,2244.31005859375,1,5508,AM
158,159.png,2244.31005859375,1,5508,AM
159,160.png,2244.31005859375,1,5508,AM
160,161.png,2244.31005859375,1,5508,AM
161,162.png,2244.31005859375,1,5508,AM
162,163.png,2244.31005859375,1,5508,AM
163,164.png,2244.31005859375,1,5508,AM
164,165.png,2244.31005859375,1,5508,AM
165,166.png,2244.31005859375,1,5508,AM
166,167.png,2244.31005859375,1,5508,AM
167,168.png,2244.31005859375,1,5508,AM
168,169.png,2244.31005859375,1,5508,AM
169,170.png,2244.31005859375,1,5508,AM
170,171.png,2244.31005859375,1,5508,AM
171,172.png,2244.31005859375,1,5508,AM
172,173.png,2244.31005859375,1,5508,AM
173,174.png,1929.0400390625,1,5327,AM
174,175.png,1929.0400390625,1,5327,AM
175,176.png,1929.0400390625,1,5327,AM
176,177.png,1929.0400390625,1,5327,AM
177,178.png,1929.0400390625,1,5327,AM
178,179.png,1929.0400390625,1,5327,AM
179,180.png,1929.0400390625,1,5327,AM
180,181.png,1929.0400390625,1,5327,AM
181,182.png,1929.0400390625,1,5327,AM
182,183.png,1929.0400390625,1,5327,AM
183,184.png,1929.0400390625,1,5327,AM
184,185.png,1929.0400390625,1,5327,AM
185,186.png,1929.0400390625,1,5327,AM
186,187.png,1929.0400390625,1,5327,AM
187,188.png,1929.0400390625,1,5327,AM
188,189.png,1929.0400390625,1,5327,AM
189,190.png,1929.0400390625,1,5327,AM
190,191.png,1929.0400390625,1,5327,AM
191,192.png,1929.0400390625,1,5327,AM
192,193.png,1929.0400390625,1,5327,AM
193,194.png,1929.0400390625,1,5327,AM
194,195.png,1929.0400390625,1,5327,AM
195,196.png,1929.0400390625,1,5327,AM
196,197.png,1929.0400390625,1,5327,AM
197,198.png,1929.0400390625,1,5327,AM
198,199.png,1929.0400390625,1,5327,AM
199,200.png,1929.0400390625,1,5327,AM
200,201.png,1929.0400390625,1,5327,AM
201,202.png,1929.0400390625,1,5327,AM
202,203.png,1929.0400390625,1,5327,AM
203,204.png,1929.0400390625,1,5327,AM
204,205.png,1929.0400390625,1,5327,AM
205,206.png,1929.0400390625,1,5327,AM
206,207.png,1929.0400390625,1,5327,AM
207,208.png,1929.0400390625,1,5327,AM
208,209.png,1929.0400390625,1,5327,AM
209,210.png,1929.0400390625,1,5327,AM
210,211.png,1929.0400390625,1,5327,AM
211,212.png,1929.0400390625,1,5327,AM
212,213.png,1929.0400390625,1,5327,AM
213,214.png,1929.0400390625,1,5327,AM
214,215.png,1929.0400390625,1,5327,AM
215,216.png,1929.0400390625,1,5327,AM
216,217.png,1929.0400390625,1,5327,AM
217,218.png,1929.0400390625,1,5327,AM
218,219.png,1929.0400390625,1,5327,AM
219,220.png,1929.0400390625,1,5327,AM
220,221.png,1929.0400390625,1,5327,AM
221,222.png,1929.0400390625,1,5327,AM
222,223.png,1929.0400390625,1,5327,AM
223,224.png,1929.0400390625,1,5327,AM
224,225.png,1929.0400390625,1,5327,AM
225,226.png,1929.0400390625,1,5327,AM
226,227.png,1929.0400390625,1,5327,AM
227,228.png,1929.0400390625,1,5327,AM
228,229.png,1929.0400390625,1,5327,AM
229,230.png,1929.0400390625,1,5327,AM
230,231.png,1929.0400390625,1,5327,AM
231,232.png,1929.0400390625,1,5327,AM
232,233.png,1929.0400390625,1,5327,AM
233,234.png,1929.0400390625,1,5327,AM
234,235.png,1929.0400390625,1,5327,AM
235,236.png,1929.0400390625,1,5327,AM
236,237.png,1929.0400390625,1,5327,AM
237,238.png,1929.0400390625,1,5327,AM
238,239.png,1929.0400390625,1,5327,AM
239,240.png,1929.0400390625,1,5327,AM
240,241.png,1929.0400390625,1,5327,AM
241,242.png,1929.0400390625,1,5327,AM
242,243.png,1929.0400390625,1,5327,AM
243,244.png,1929.0400390625,1,5327,AM
244,245.png,1929.0400390625,1,5327,AM
245,246.png,1929.0400390625,1,5327,AM
246,247.png,1929.0400390625,1,5327,AM
247,248.png,1929.0400390625,1,5327,AM
248,249.png,1929.0400390625,1,5327,AM
249,250.png,1929.0400390625,1,5327,AM
250,251.png,1929.0400390625,1,5327,AM
251,252.png,1929.0400390625,1,5327,AM
252,253.png,1929.0400390625,1,5327,AM
253,254.png,1929.0400390625,1,5327,AM
254,255.png,1929.0400390625,1,5327,AM
255,256.png,1929.0400390625,1,5327,AM
256,257.png,1929.0400390625,1,5327,AM
257,258.png,1929.0400390625,1,5327,AM
258,259.png,1929.0400390625,1,5327,AM
259,260.png,1929.0400390625,1,5327,AM
260,261.png,1929.0400390625,1,5327,AM
261,262.png,1929.0400390625,1,5327,AM
262,263.png,1929.0400390625,1,5327,AM
263,264.png,1929.0400390625,1,5327,AM
264,265.png,1929.0400390625,1,5327,AM
265,266.png,1929.0400390625,1,5327,AM
266,267.png,1929.0400390625,1,5327,AM
267,268.png,1406.550048828125,1,5687,AM
268,269.png,1406.550048828125,1,5687,AM
269,270.png,1406.550048828125,1,5687,AM
270,271.png,1406.550048828125,1,5687,AM
271,272.png,1406.550048828125,1,5687,AM
272,273.png,1406.550048828125,1,5687,AM
273,274.png,1406.550048828125,1,5687,AM
274,275.png,1406.550048828125,1,5687,AM
275,276.png,1406.550048828125,1,5687,AM
276,277.png,1406.550048828125,1,5687,AM
277,278.png,1406.550048828125,1,5687,AM
278,279.png,1406.550048828125,1,5687,AM
279,280.png,1406.550048828125,1,5687,AM
280,281.png,1406.550048828125,1,5687,AM
281,282.png,1406.550048828125,1,5687,AM
282,283.png,1406.550048828125,1,5687,AM
283,284.png,1406.550048828125,1,5687,AM
284,285.png,1406.550048828125,1,5687,AM
285,286.png,1406.550048828125,1,5687,AM
286,287.png,1406.550048828125,1,5687,AM
287,288.png,1406.550048828125,1,5687,AM
288,289.png,1406.550048828125,1,5687,AM
289,290.png,1406.550048828125,1,5687,AM
290,291.png,1406.550048828125,1,5687,AM
291,292.png,1406.550048828125,1,5687,AM
292,293.png,1406.550048828125,1,5687,AM
293,294.png,1406.550048828125,1,5687,AM
294,295.png,1406.550048828125,1,5687,AM
295,296.png,1406.550048828125,1,5687,AM
296,297.png,1406.550048828125,1,5687,AM
297,298.png,1406.550048828125,1,5687,AM
298,299.png,1406.550048828125,1,5687,AM
299,300.png,1406.550048828125,1,5687,AM
300,301.png,1406.550048828125,1,5687,AM
301,302.png,1406.550048828125,1,5687,AM
302,303.png,1406.550048828125,1,5687,AM
303,304.png,1406.550048828125,1,5687,AM
304,305.png,1406.550048828125,1,5687,AM
305,306.png,1406.550048828125,1,5687,AM
306,307.png,1406.550048828125,1,5687,AM
307,308.png,1406.550048828125,1,5687,AM
308,309.png,1406.550048828125,1,5687,AM
309,310.png,1406.550048828125,1,5687,AM
310,311.png,1406.550048828125,1,5687,AM
311,312.png,1406.550048828125,1,5687,AM
312,313.png,1406.550048828125,1,5687,AM
313,314.png,1406.550048828125,1,5687,AM
314,315.png,1406.550048828125,1,5687,AM
315,316.png,1406.550048828125,1,5687,AM
316,317.png,1406.550048828125,1,5687,AM
317,318.png,1406.550048828125,1,5687,AM
318,319.png,1406.550048828125,1,5687,AM
319,320.png,1406.550048828125,1,5687,AM
320,321.png,1406.550048828125,1,5687,AM
321,322.png,1406.550048828125,1,5687,AM
322,323.png,1406.550048828125,1,5687,AM
323,324.png,1406.550048828125,1,5687,AM
324,325.png,1406.550048828125,1,5687,AM
325,326.png,1406.550048828125,1,5687,AM
326,327.png,1406.550048828125,1,5687,AM
327,328.png,1406.550048828125,1,5687,AM
328,329.png,1406.550048828125,1,5687,AM
329,330.png,1406.550048828125,1,5687,AM
330,331.png,1406.550048828125,1,5687,AM
331,332.png,1406.550048828125,1,5687,AM
332,333.png,1406.550048828125,1,5687,AM
333,334.png,1406.550048828125,1,5687,AM
334,335.png,1406.550048828125,1,5687,AM
335,336.png,1406.550048828125,1,5687,AM
336,337.png,1406.550048828125,1,5687,AM
337,338.png,1296.3199462890625,1,5724,AM
338,339.png,1296.3199462890625,1,5724,AM
339,340.png,1296.3199462890625,1,5724,AM
340,341.png,1296.3199462890625,1,5724,AM
341,342.png,1296.3199462890625,1,5724,AM
342,343.png,1296.3199462890625,1,5724,AM
343,344.png,1296.3199462890625,1,5724,AM
344,345.png,1296.3199462890625,1,5724,AM
345,346.png,1296.3199462890625,1,5724,AM
346,347.png,1296.3199462890625,1,5724,AM
347,348.png,1296.3199462890625,1,5724,AM
348,349.png,1296.3199462890625,1,5724,AM
349,350.png,1296.3199462890625,1,5724,AM
350,351.png,1296.3199462890625,1,5724,AM
351,352.png,1296.3199462890625,1,5724,AM
352,353.png,1296.3199462890625,1,5724,AM
353,354.png,1296.3199462890625,1,5724,AM
354,355.png,1296.3199462890625,1,5724,AM
355,356.png,1296.3199462890625,1,5724,AM
356,357.png,1296.3199462890625,1,5724,AM
357,358.png,1296.3199462890625,1,5724,AM
358,359.png,1296.3199462890625,1,5724,AM
359,360.png,1296.3199462890625,1,5724,AM
360,361.png,1296.3199462890625,1,5724,AM
361,362.png,1296.3199462890625,1,5724,AM
362,363.png,1296.3199462890625,1,5724,AM
363,364.png,1296.3199462890625,1,5724,AM
364,365.png,1296.3199462890625,1,5724,AM
365,366.png,1296.3199462890625,1,5724,AM
366,367.png,1296.3199462890625,1,5724,AM
367,368.png,1296.3199462890625,1,5724,AM
368,369.png,1296.3199462890625,1,5724,AM
369,370.png,1296.3199462890625,1,5724,AM
370,371.png,1296.3199462890625,1,5724,AM
371,372.png,1296.3199462890625,1,5724,AM
372,373.png,1296.3199462890625,1,5724,AM
373,374.png,1296.3199462890625,1,5724,AM
374,375.png,1296.3199462890625,1,5724,AM
375,376.png,1296.3199462890625,1,5724,AM
376,377.png,1296.3199462890625,1,5724,AM
377,378.png,1296.3199462890625,1,5724,AM
378,379.png,1296.3199462890625,1,5724,AM
379,380.png,1296.3199462890625,1,5724,AM
380,381.png,1296.3199462890625,1,5724,AM
381,382.png,1296.3199462890625,1,5724,AM
382,383.png,1296.3199462890625,1,5724,AM
383,384.png,1296.3199462890625,1,5724,AM
384,385.png,1296.3199462890625,1,5724,AM
385,386.png,1296.3199462890625,1,5724,AM
386,387.png,1296.3199462890625,1,5724,AM
387,388.png,1296.3199462890625,1,5724,AM
388,389.png,1296.3199462890625,1,5724,AM
389,390.png,1296.3199462890625,1,5724,AM
390,391.png,1296.3199462890625,1,5724,AM
391,392.png,1296.3199462890625,1,5724,AM
392,393.png,1296.3199462890625,1,5724,AM
393,394.png,1296.3199462890625,1,5724,AM
394,395.png,1296.3199462890625,1,5724,AM
395,396.png,1296.3199462890625,1,5724,AM
396,397.png,1296.3199462890625,1,5724,AM
397,398.png,1296.3199462890625,1,5724,AM
398,399.png,1296.3199462890625,1,5724,AM
399,400.png,1296.3199462890625,1,5724,AM
400,401.png,1296.3199462890625,1,5724,AM
401,402.png,1296.3199462890625,1,5724,AM
402,403.png,1296.3199462890625,1,5724,AM
403,404.png,1296.3199462890625,1,5724,AM
404,405.png,1296.3199462890625,1,5724,AM
405,406.png,1296.3199462890625,1,5724,AM
406,407.png,1296.3199462890625,1,5724,AM
407,408.png,1296.3199462890625,1,5724,AM
408,409.png,1296.3199462890625,1,5724,AM
409,410.png,1296.3199462890625,1,5724,AM
410,411.png,1296.3199462890625,1,5724,AM
411,412.png,1296.3199462890625,1,5724,AM
412,413.png,1296.3199462890625,1,5724,AM
413,414.png,1296.3199462890625,1,5724,AM
414,415.png,1296.3199462890625,1,5724,AM
415,416.png,1296.3199462890625,1,5724,AM
416,417.png,1296.3199462890625,1,5724,AM
417,418.png,1296.3199462890625,1,5724,AM
418,419.png,1296.3199462890625,1,5724,AM
419,420.png,1296.3199462890625,1,5724,AM
420,421.png,1296.3199462890625,1,5724,AM
421,422.png,1296.3199462890625,1,5724,AM
422,423.png,1296.3199462890625,1,5724,AM
423,424.png,1296.3199462890625,1,5724,AM
424,425.png,1296.3199462890625,1,5724,AM
425,426.png,1296.3199462890625,1,5724,AM
426,427.png,1362.4599609375,1,5687,PM
427,428.png,1362.4599609375,1,5687,PM
428,429.png,1362.4599609375,1,5687,PM
429,430.png,1362.4599609375,1,5687,PM
430,431.png,1362.4599609375,1,5687,PM
431,432.png,1362.4599609375,1,5687,PM
432,433.png,1362.4599609375,1,5687,PM
433,434.png,1362.4599609375,1,5687,PM
434,435.png,1362.4599609375,1,5687,PM
435,436.png,1362.4599609375,1,5687,PM
436,437.png,1362.4599609375,1,5687,PM
437,438.png,1362.4599609375,1,5687,PM
438,439.png,1362.4599609375,1,5687,PM
439,440.png,1362.4599609375,1,5687,PM
440,441.png,1362.4599609375,1,5687,PM
441,442.png,1362.4599609375,1,5687,PM
442,443.png,1362.4599609375,1,5687,PM
443,444.png,1362.4599609375,1,5687,PM
444,445.png,1362.4599609375,1,5687,PM
445,446.png,1362.4599609375,1,5687,PM
446,447.png,1362.4599609375,1,5687,PM
447,448.png,1362.4599609375,1,5687,PM
448,449.png,1362.4599609375,1,5687,PM
449,450.png,1362.4599609375,1,5687,PM
450,451.png,1362.4599609375,1,5687,PM
451,452.png,1362.4599609375,1,5687,PM
452,453.png,1362.4599609375,1,5687,PM
453,454.png,1362.4599609375,1,5687,PM
454,455.png,1362.4599609375,1,5687,PM
455,456.png,1362.4599609375,1,5687,PM
456,457.png,1362.4599609375,1,5687,PM
457,458.png,1362.4599609375,1,5687,PM
458,459.png,1362.4599609375,1,5687,PM
459,460.png,1362.4599609375,1,5687,PM
460,461.png,1362.4599609375,1,5687,PM
461,462.png,1362.4599609375,1,5687,PM
462,463.png,1362.4599609375,1,5687,PM
463,464.png,1362.4599609375,1,5687,PM
464,465.png,1362.4599609375,1,5687,PM
465,466.png,1362.4599609375,1,5687,PM
466,467.png,1362.4599609375,1,5687,PM
467,468.png,1362.4599609375,1,5687,PM
468,469.png,1362.4599609375,1,5687,PM
469,470.png,1362.4599609375,1,5687,PM
470,471.png,1362.4599609375,1,5687,PM
471,472.png,1362.4599609375,1,5687,PM
472,473.png,1362.4599609375,1,5687,PM
473,474.png,1362.4599609375,1,5687,PM
474,475.png,1362.4599609375,1,5687,PM
475,476.png,1362.4599609375,1,5687,PM
476,477.png,1362.4599609375,1,5687,PM
477,478.png,1362.4599609375,1,5687,PM
478,479.png,1362.4599609375,1,5687,PM
479,480.png,1362.4599609375,1,5687,PM
480,481.png,1362.4599609375,1,5687,PM
481,482.png,1362.4599609375,1,5687,PM
482,483.png,1362.4599609375,1,5687,PM
483,484.png,1362.4599609375,1,5687,PM
484,485.png,1362.4599609375,1,5687,PM
485,486.png,1362.4599609375,1,5687,PM
486,487.png,1362.4599609375,1,5687,PM
487,488.png,1362.4599609375,1,5687,PM
488,489.png,1362.4599609375,1,5687,PM
489,490.png,1362.4599609375,1,5687,PM
490,491.png,1362.4599609375,1,5687,PM
491,492.png,1362.4599609375,1,5687,PM
492,493.png,1362.4599609375,1,5687,PM
493,494.png,1362.4599609375,1,5687,PM
494,495.png,1362.4599609375,1,5687,PM
495,496.png,1362.4599609375,1,5687,PM
496,497.png,1362.4599609375,1,5687,PM
497,498.png,1362.4599609375,1,5687,PM
498,499.png,1362.4599609375,1,5687,PM
499,500.png,1300.72998046875,1,5724,PM
500,501.png,1300.72998046875,1,5724,PM
501,502.png,1300.72998046875,1,5724,PM
502,503.png,1300.72998046875,1,5724,PM
503,504.png,1300.72998046875,1,5724,PM
504,505.png,1300.72998046875,1,5724,PM
505,506.png,1300.72998046875,1,5724,PM
506,507.png,1300.72998046875,1,5724,PM
507,508.png,1300.72998046875,1,5724,PM
508,509.png,1300.72998046875,1,5724,PM
509,510.png,1300.72998046875,1,5724,PM
510,511.png,1300.72998046875,1,5724,PM
511,512.png,1300.72998046875,1,5724,PM
512,513.png,1300.72998046875,1,5724,PM
513,514.png,1300.72998046875,1,5724,PM
514,515.png,1300.72998046875,1,5724,PM
515,516.png,1300.72998046875,1,5724,PM
516,517.png,1300.72998046875,1,5724,PM
517,518.png,1300.72998046875,1,5724,PM
518,519.png,1300.72998046875,1,5724,PM
519,520.png,1300.72998046875,1,5724,PM
520,521.png,1300.72998046875,1,5724,PM
521,522.png,1300.72998046875,1,5724,PM
522,523.png,1300.72998046875,1,5724,PM
523,524.png,1300.72998046875,1,5724,PM
524,525.png,1300.72998046875,1,5724,PM
525,526.png,1300.72998046875,1,5724,PM
526,527.png,1300.72998046875,1,5724,PM
527,528.png,1300.72998046875,1,5724,PM
528,529.png,1300.72998046875,1,5724,PM
529,530.png,1300.72998046875,1,5724,PM
530,531.png,1300.72998046875,1,5724,PM
531,532.png,1300.72998046875,1,5724,PM
532,533.png,1300.72998046875,1,5724,PM
533,534.png,1300.72998046875,1,5724,PM
534,535.png,1300.72998046875,1,5724,PM
535,536.png,1300.72998046875,1,5724,PM
536,537.png,1300.72998046875,1,5724,PM
537,538.png,1300.72998046875,1,5724,PM
538,539.png,1300.72998046875,1,5724,PM
539,540.png,1300.72998046875,1,5724,PM
540,541.png,1300.72998046875,1,5724,PM
541,542.png,1300.72998046875,1,5724,PM
542,543.png,1300.72998046875,1,5724,PM
543,544.png,1300.72998046875,1,5724,PM
544,545.png,1300.72998046875,1,5724,PM
545,546.png,1300.72998046875,1,5724,PM
546,547.png,1300.72998046875,1,5724,PM
547,548.png,1300.72998046875,1,5724,PM
548,549.png,1300.72998046875,1,5724,PM
549,550.png,1300.72998046875,1,5724,PM
550,551.png,1300.72998046875,1,5724,PM
551,552.png,1300.72998046875,1,5724,PM
552,553.png,1300.72998046875,1,5724,PM
553,554.png,1300.72998046875,1,5724,PM
554,555.png,1300.72998046875,1,5724,PM
555,556.png,1300.72998046875,1,5724,PM
556,557.png,1300.72998046875,1,5724,PM
557,558.png,1300.72998046875,1,5724,PM
558,559.png,1300.72998046875,1,5724,PM
559,560.png,2052.5,1,5488,AM
560,561.png,2052.5,1,5488,AM
561,562.png,2052.5,1,5488,AM
562,563.png,2052.5,1,5488,AM
563,564.png,2052.5,1,5488,AM
564,565.png,2052.5,1,5488,AM
565,566.png,2052.5,1,5488,AM
566,567.png,2052.5,1,5488,AM
567,568.png,2052.5,1,5488,AM
568,569.png,2052.5,1,5488,AM
569,570.png,2052.5,1,5488,AM
570,571.png,2052.5,1,5488,AM
571,572.png,2052.5,1,5488,AM
572,573.png,2052.5,1,5488,AM
573,574.png,2052.5,1,5488,AM
574,575.png,2052.5,1,5488,AM
575,576.png,2052.5,1,5488,AM
576,577.png,2052.5,1,5488,AM
577,578.png,2052.5,1,5488,AM
578,579.png,2052.5,1,5488,AM
579,580.png,2052.5,1,5488,AM
580,581.png,2052.5,1,5488,AM
581,582.png,2052.5,1,5488,AM
582,583.png,2052.5,1,5488,AM
583,584.png,2052.5,1,5488,AM
584,585.png,2052.5,1,5488,AM
585,586.png,2052.5,1,5488,AM
586,587.png,2052.5,1,5488,AM
587,588.png,2052.5,1,5488,AM
588,589.png,2052.5,1,5488,AM
589,590.png,2052.5,1,5488,AM
590,591.png,2052.5,1,5488,AM
591,592.png,2052.5,1,5488,AM
592,593.png,2052.5,1,5488,AM
593,594.png,2052.5,1,5488,AM
594,595.png,2052.5,1,5488,AM
595,596.png,2052.5,1,5488,AM
596,597.png,2052.5,1,5488,AM
597,598.png,2052.5,1,5488,AM
598,599.png,2052.5,1,5488,AM
599,600.png,2052.5,1,5488,AM
600,601.png,2052.5,1,5488,AM
601,602.png,2052.5,1,5488,AM
602,603.png,2052.5,1,5488,AM
603,604.png,2052.5,1,5488,AM
604,605.png,2052.5,1,5488,AM
605,606.png,2052.5,1,5488,AM
606,607.png,2052.5,1,5488,AM
607,608.png,2052.5,1,5488,AM
608,609.png,2052.5,1,5488,AM
609,610.png,2052.5,1,5488,AM
610,611.png,2052.5,1,5488,AM
611,612.png,2052.5,1,5488,AM
612,613.png,2052.5,1,5488,AM
613,614.png,2052.5,1,5488,AM
614,615.png,2052.5,1,5488,AM
615,616.png,2052.5,1,5488,AM
616,617.png,2052.5,1,5488,AM
617,618.png,2052.5,1,5488,AM
618,619.png,2052.5,1,5488,AM
619,620.png,2052.5,1,5488,AM
620,621.png,2052.5,1,5488,AM
621,622.png,2052.5,1,5488,AM
622,623.png,2052.5,1,5488,AM
623,624.png,2052.5,1,5488,AM
624,625.png,2052.5,1,5488,AM
625,626.png,2052.5,1,5488,AM
626,627.png,2052.5,1,5488,AM
627,628.png,2052.5,1,5488,AM
628,629.png,2052.5,1,5488,AM
629,630.png,2052.5,1,5488,AM
630,631.png,2052.5,1,5488,AM
631,632.png,2052.5,1,5488,AM
632,633.png,2052.5,1,5488,AM
633,634.png,2052.5,1,5488,AM
634,635.png,2052.5,1,5488,AM
635,636.png,2052.5,1,5488,AM
636,637.png,2052.5,1,5488,AM
637,638.png,2052.5,1,5488,AM
638,639.png,2052.5,1,5488,AM
639,640.png,2052.5,1,5488,AM
640,641.png,2052.5,1,5488,AM
